ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",70784,"UNICARTON, SA DE CV",12009,"MAQUINARIA ",0.000000,4000000.000000,800000.000000,0,4000000.000000,800000.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Rechazada,NO,0.000000,0.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,800000.000000,0.000000,0.000000,20.00,0.00,0.00,0.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",66681,"CORPORATIVO PUBLICITARIO MAO, S.A. DE C.V.",11594,"EQUIPO ",3778180.960000,650000.000000,65000.000000,1670227,2320227.000000,464045.400000,2320227.000000,2320227.000000,464045.400000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,2320227.000000,0.000000,0.000000,0.000000,0.000000,464045.400000,0.00,0.00,0.00,2320227.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",59626,"ESPECTACULARES CITYSPOT, S.A. DE C.V.",11982,"EQUIPO ",327359.990000,327359.990000,65472.000000,1672640.01,2000000.000000,400000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Credito,NO,0.000000,1607168.010000,0.000000,392831.990000,0.000000,0.000000,321433.600000,0.000000,78566.400000,0.000000,20.00,0.00,0.00,0.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",63392,"CENTRO INTEGRAL ACUATICO, S. DE R.L. DE C.V.",11840,"EQUIPO ",311166.310000,220000.000000,44000.000000,0,220000.000000,44000.000000,220000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,220000.000000,0.000000,0.000000,0.000000,0.000000,44000.000000,0.000000,22.00,0.00,0.00,,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",60124,"NOVATECLEON, S.A. DE C.V.",11602,"MAQUINARIA ",0.000000,1.000000,1.000000,3999999,4000000.000000,800000.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Rechazada,NO,0.000000,0.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,800000.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,,
Cancelada,AGO-17,LEO,Regional,"Rene Ruiz Meza",59628,"INGEDETEC LEON, S.A. DE C.V.",10451,"MAQUINARIA ",300063.530000,4000000.000000,800000.000000,0,4000000.000000,800000.000000,0,0.000000,0.000000,-4000000.000000,-800000.000000,Original,Prospecto,Prospecto,NO,3639923.760000,0.000000,0.000000,360076.240000,0.000000,727984.750000,0.000000,0.000000,72015.250000,0.000000,0.00,0.00,0.00,0.00,,
Cancelada,AGO-17,LEO,Regional,"Rene Ruiz Meza",60843,"CALZADO TAGUESI, S.A. DE C.V.",11839,"EQUIPO DE TRANSPORTE ",2320266.470000,2320266.000000,464053.200000,0,2320266.000000,464053.200000,0,0.000000,0.000000,-2320266.000000,-464053.200000,Original,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,2320266.000000,0.000000,0.000000,0.000000,0.000000,464053.200000,0.000000,20.00,0.00,0.00,0.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",70784,"UNICARTON, SA DE CV",12009,"MAQUINARIA ",0.000000,4000000.000000,800000.000000,0,4000000.000000,800000.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Rechazada,NO,0.000000,0.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,800000.000000,0.000000,0.000000,20.00,0.00,0.00,0.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",66681,"CORPORATIVO PUBLICITARIO MAO, S.A. DE C.V.",11594,"EQUIPO ",3778180.960000,650000.000000,65000.000000,1670227,2320227.000000,464045.400000,2320227.000000,2320227.000000,464045.400000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,2320227.000000,0.000000,0.000000,0.000000,0.000000,464045.400000,0.00,0.00,0.00,2320227.00,,
Comprometida,AGO-17,LEO,Regional,"Rene Ruiz Meza",59626,"ESPECTACULARES CITYSPOT, S.A. DE C.V.",11982,"EQUIPO ",327359.990000,327359.990000,65472.000000,1672640.01,2000000.000000,400000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Credito,NO,0.000000,1607168.010000,0.000000,392831.990000,0.000000,0.000000,321433.600000,0.000000,78566.400000,0.000000,20.00,0.00,0.00,0.00,,
