ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,DIC-17,1,Metropolitana,"Alejandra Briones Castillo",16469,"DULCERIAS DON GOLOSO, S.A. DE C.V.",3769," ",1713195.450000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,Metropolitana,"Alfredo Ernesto Avalos Rodriguez",13946,"RUBIO VILLEGAS Y ASOCIADOS, S.C.",3878," ",0.000000,377354.540000,0.000000,0,377354.540000,0.000000,377354.540000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,377354.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Augusto Juarez Guerrero",45572,"EVM ENERGIA DEL VALLE DE MÉXICO, S.A.P.I. DE C.V.",3783," ",0.000000,19716917.110000,0.000000,0,19716917.110000,0.000000,19716917.110000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,19716917.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Augusto Juarez Guerrero",33540,"ESPEJOS PARRA E HIJOS, S.A. DE C.V.",3779," ",0.000000,3814739.300000,0.000000,0,3814739.300000,0.000000,3814739.300000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,3396043.800000,0.000000,0.000000,418695.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Augusto Juarez Guerrero",33932,"SOLUCIONIKA, S.A. DE C.V.",4263," ",563360.070000,2335135.800000,0.000000,0,2335135.800000,0.000000,2335135.800000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,2335135.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Augusto Juarez Guerrero",4628,"GRUPO MEGALAB, S.A. DE C.V.",4195," ",267787.520000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Augusto Juarez Guerrero",10672,"AVE TRANSPORTES, S.A. DE C.V.",3734," ",32670755.180000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Prospecto,Prospecto,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,METROPOLITANA,"Ana Rocio Navarro Rojas",51931,"MOLINO LA ROSALEDA, S.A. DE C.V.",3142," ",0.000000,3993200.660000,0.000000,0,3993200.660000,0.000000,3993200.660000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,3993200.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,Metropolitana,"Eduardo Alfonso Diaz Guzman",18759,"VEGGIE PRIME, S.A.P.I. DE C.V.",3191," ",1025656.900000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
Comprometida,DIC-17,1,Metropolitana,"Engracia Irene Juarez",49597,"PROCESADORA DE ALIMENTOS ASIATICOS, S.A. DE C.V.",155," ",0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
