ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD"
Comprometida,MAR-17,MTY,Regional,"Overlín Casas González",21572,"SERVICIO INDUSTRIAL REGIOMONTANO, S.A. DE C.V.",9598,"CAMIONES ",61759558.240000,65000000.000000,6500000.000000,0,65000000.000000,6500000.000000,65000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,65000000.000000,0.000000,0.000000,0.000000,0.000000,6500000.000000,0.000000,,,
Comprometida,MAR-17,MTY,REGIONAL,"Overlín Casas González",35472,"CONTAINER STEEL AND RUBBER DE MEXICO, S.A. DE C.V.",9936,"MAQUINARIA ",4057000.000000,4000000.000000,800000.000000,0,4000000.000000,800000.000000,5061540.210000,5061540.210000,990000.000000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,5061540.210000,0.000000,0.000000,0.000000,0.000000,990000.000000,,,
Comprometida,MAR-17,MTY,Regional,"Overlín Casas González",58628,"TECNICAS DE FLUIDOS, S.A. DE C.V.",9939,"MAQUINARIA ",6576319.700000,2000000.000000,200000.000000,0,2000000.000000,200000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,200000.000000,0.000000,,,
Comprometida,MAR-17,MTY,REGIONAL,"Ramón Yañez Regalado",13804,"GOIMAR, S.A. DE C.V.",9689,"AVIONES ",49756143.220000,50000000.000000,10000000.010000,0,50000000.000000,10000000.010000,50000000.000000,50000000.000000,10000000.010000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,50000000.000000,0.000000,0.000000,0.000000,0.000000,10000000.010000,,
Comprometida,MAR-17,MTY,Regional,"Ramón Yañez Regalado",51821,"GRUPO DE INYECCIONES PM DE MEXICO, S.A. DE C.V.",10208,"MAQUINARIA ",6158672.890000,3409147.200000,681829.440000,0,3409147.200000,681829.440000,3526688.200000,3526688.200000,681829.440000,0.000000,0.000000,Adicional,Autorizada,Prospecto,SI,0.000000,0.000000,0.000000,0.000000,3526688.200000,0.000000,0.000000,0.000000,0.000000,681829.440000,,,
Comprometida,MAR-17,MTY,Regional,"Ramón Yañez Regalado",65914,"PRESAJET, S.A.P.I. DE C.V.",9468,"AUTOS ",1287000.000000,1300000.000000,130000.000000,0,1300000.000000,130000.000000,1306613.460000,1306613.460000,213051.600000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,1306613.460000,0.000000,0.000000,0.000000,0.000000,213051.600000,,,
Comprometida,MAR-17,MTY,Regional,"Ramón Yañez Regalado",13804,"GOIMAR, S.A. DE C.V.",10209,"AUTOS ",49756143.220000,357000.000000,35700.000000,0,357000.000000,35700.000000,402726.750000,402726.750000,35700.000000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,402726.750000,0.000000,0.000000,0.000000,0.000000,35700.000000,,,
Comprometida,MAR-17,MTY,Regional,"Sandra Elena González López",44076,"GRUPO FOBES, S.A. DE C.V.",10036,"OTROS ",94000000.000000,94072647.690000,18814529.540000,0,94072647.690000,18814529.540000,94072647.690000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,94072647.690000,0.000000,0.000000,0.000000,0.000000,18814529.540000,0.000000,,,
Comprometida,MAR-17,MTY,Regional,"Sandra Elena González López",42901,"MINERA MEXGEO, S.A. DE C.V.",9731,"MAQUINARIA ",2598768.040000,3125000.000000,625000.000000,0,3125000.000000,625000.000000,3125000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,3125000.000000,0.000000,0.000000,0.000000,0.000000,625000.000000,0.000000,,,
Comprometida,MAR-17,MTY,Regional,"Sandra Elena González López",63736,"QUIMICA Y REPRESENTACIONES EGLOFF, S.A. DE C.V.",10107,"EQUIPO DE TRANSPORTE ",3554083.890000,2081040.000000,416208.000000,0,2081040.000000,416208.000000,2081040.000000,2081040.000000,416208.000000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,2081040.000000,0.000000,0.000000,0.000000,0.000000,416208.000000,,,
