ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,DIC-17,LEO,Regional,"Ana Laura Nolasco Vazquez",73097,"CARBON MEXICANO, S.A. DE C.V.",12931,"CAMIONES MAQUINARIA EQUIPO DE TRANSPORTE ",20000000.000000,10000000.000000,2000000.000000,0,10000000.000000,2000000.000000,10000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,10000000.000000,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,REGIONAL,"Ana Laura Nolasco Vazquez",64316,"PROMOTORA DE PROYECTOS COMERCIALES, S.A. DE C.V.",9191,"EQUIPO ",0.000000,8000000.000000,1600000.000000,-6000000,2000000.000000,400000.000000,8000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,8000000.000000,0.000000,0.000000,0.000000,0.000000,1600000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,Regional,"Ana Laura Nolasco Vazquez",70758,"MECANOMATIC S.A DE C.V",11802,"MAQUINARIA EQUIPO ",4000000.000000,5000000.000000,1000000.000000,0,5000000.000000,1000000.000000,5000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,5000000.000000,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,Regional,"Ana Laura Nolasco Vazquez",69866,"AGROPECUARIA CARLUZ, S.P.R. DE R.L.",12708,"MAQUINARIA EQUIPO ",2594204.460000,3374646.000000,877407.960000,0,3374646.000000,877407.960000,3374646.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,3374646.000000,0.000000,0.000000,0.000000,0.000000,877407.960000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,REGIONAL,"Ana Laura Nolasco Vazquez",53675,"MEDINA TORRES, S.A. DE C.V.",1499," ",0.000000,1756797.590000,0.000000,0,1756797.590000,0.000000,1756797.590000,301742.000000,54520.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,1455055.590000,301742.000000,0.000000,0.000000,0.000000,0.000000,54520.000000,,,,,,,,,
Comprometida,DIC-17,LEO,Regional,"Ana Laura Nolasco Vazquez",59111,"SICMET, S.A. DE C.V.",10443,"EQUIPO MAQUINARIA ",502707.710000,300000.000000,60000.000000,0,300000.000000,60000.000000,300000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,300000.000000,0.000000,0.000000,0.000000,0.000000,60000.000000,0.000000,,,,0.00,,,
Comprometida,DIC-17,LEO,Regional,"Ana Laura Nolasco Vazquez",70224,"FORTE INNOVATION CONSULTING, S.A.P.I. DE C.V.",12721,"EQUIPO EQUIPO DE COMPUTO ",318948.460000,200000.000000,40000.000000,0,200000.000000,40000.000000,200000.000000,0.000000,0.000000,0.000000,0.000000,Original,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,200000.000000,0.000000,0.000000,0.000000,0.000000,40000.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,Regional,"Juan Carlos Navarrete Ramirez",71712,"DIMAGIO, S.A. DE C.V.",13401,"EQUIPO DE TRANSPORTE ",0.000000,20000000.000000,2000000.000000,-15000000,5000000.000000,2000000.000000,20000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,20000000.000000,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,REGIONAL,"Juan Carlos Navarrete Ramirez",70284,"AUROQUIMICA DE LEON, S.A. DE C.V.",11625,"EQUIPO MAQUINARIA EQUIPO ",0.000000,2000000.000000,400000.000000,0,2000000.000000,400000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,2000000.000000,0.000000,0.000000,0.000000,0.000000,400000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,LEO,REGIONAL,"Juan Carlos Navarrete Ramirez",50359,"4G INGENIERIA, S.A. DE C.V.",4862," ",900539.870000,193440.890000,0.000000,0,193440.890000,0.000000,193440.890000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Autorizada,NO,146191.670000,0.000000,0.000000,47249.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,
