ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,DIC-17,GDL,Regional,"Karla Joseph Mendez",,"MARISA SA DE CV",5429," ",0.000000,5000000.000000,0.000000,0,5000000.000000,500000.000000,5000000.000000,0.000000,0.000000,-5000.000000,-500.000000,"Carga General",Prospecto,Prospecto,NO,5000000.000000,0.000000,0.000000,0.000000,0.000000,500000.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,
Comprometida,DIC-17,GDL,Regional,"Karla Joseph Mendez",,"TOMÁS CARRANZA MATUS",5426,"EQUIPO ",0.000000,1352000.000000,0.000000,0,1352000.000000,135200.000000,1352000.000000,0.000000,0.000000,0.000000,0.000000,"Carga General",Autorizada,Prospecto,NO,1352000.000000,0.000000,0.000000,0.000000,0.000000,135200.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"CINCO CONTEMPORANEA, S.A. DE C.V.",10978,"EQUIPO EQUIPO DE TRANSPORTE MAQUINARIA EQUIPO ",0.000000,10000000.000000,2000000.000000,0,10000000.000000,2000000.000000,10000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Prospecto,NO,10000000.000000,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"GL PLASTICOS Y EMPAQUES, S.A. DE C.V.",11237,"MAQUINARIA ",0.000000,10000000.000000,2000000.000000,0,10000000.000000,2000000.000000,10000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,10000000.000000,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,20.00,2.00,10.00,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"INSUMOS Y MATERIALES LOCEL SA DE CV",11822,"EQUIPO ",0.000000,2000000.000000,200000.000000,0,2000000.000000,200000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Prospecto,NO,2000000.000000,0.000000,0.000000,0.000000,0.000000,200000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"GLOBAL GAS, S.A. DE C.V.",11848,"EQUIPO ",0.000000,15000000.000000,1500000.000000,0,15000000.000000,1500000.000000,15000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Prospecto,NO,15000000.000000,0.000000,0.000000,0.000000,0.000000,1500000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"GI INDUSTRIAL, S.A. DE C.V.",11427,"MAQUINARIA ",0.000000,2000000.000000,400000.000000,0,2000000.000000,400000.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Prospecto,NO,2000000.000000,0.000000,0.000000,0.000000,0.000000,400000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,,,,
Comprometida,DIC-17,GDL,Regional,"Jesus Manuel Albarran de la Maza",,"UYEDA INDUSTRIAL DE MEXICO, S.A. DE C.V.",10654,"MAQUINARIA ",0.000000,10000000.000000,2000000.000000,0,10000000.000000,2000000.000000,10000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,10000000.000000,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,
Comprometida,DIC-17,GDL,REGIONAL,"Jeanette Lucelia Orozco Moreno",48831,"GRUAS INDUSTRIALES BRAVO, S.A. DE C.V.",11266,"MAQUINARIA ",2931336.910000,4000000.000000,800000.000000,0,4000000.000000,800000.000000,4000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,4000000.000000,0.000000,0.000000,0.000000,0.000000,800000.000000,0.000000,0.000000,0.000000,0.000000,22.00,0.00,0.00,,,,
Comprometida,DIC-17,GDL,REGIONAL,"Jeanette Lucelia Orozco Moreno",43718,"FLEXO UNIVERSAL, S. DE R.L. DE C.V.",11703,"MAQUINARIA ",17286112.910000,8000000.000000,1600000.000000,0,8000000.000000,1600000.000000,8000000.000000,0.000000,0.000000,0.000000,0.000000,Original,Prospecto,Prospecto,NO,8000000.000000,0.000000,0.000000,0.000000,0.000000,1600000.000000,0.000000,0.000000,0.000000,0.000000,22.00,2.00,0.00,,,,
